symbol,name,country,ipo_date,industry,mkt_cap
STIX,Semantix Inc,BR,2021-02-19,Technology,345.31095800000014
CELZ,Creative Medical Technology Holdings Inc,US,2009-05-01,Biotechnology,7.2619169999999995
AVGR,Avinger Inc,US,2015-01-30,Health Care,7.260074
ENFN,Enfusion Inc,US,2021-10-21,Technology,1166.2108229999994
SBOW,SilverBow Resources Inc,US,2009-08-05,Energy ,524.986482
OLMA,Olema Pharmaceuticals Inc,US,2020-11-19,Biotechnology,133.678437
ESCA,Escalade Inc,US,1973-05-16,Leisure Products,205.139727
ICLR,ICON PLC,IE,1998-05-15,Life Sciences Tools & Services,16960.906371
ELSE,Electro-Sensors Inc,US,1981-06-09,Electrical Equipment,15.635546
IGT,International Game Technology PLC,GB,2015-04-07,"Hotels, Restaurants & Leisure",5261.562772000001
AMBC,Ambac Financial Group Inc,US,1991-07-10,Insurance,679.3066980000001
HNST,Honest Company Inc,US,2021-05-05,Consumer products,175.48917600000001
LXU,LSB Industries Inc,US,1999-07-08,Chemicals,713.329487
MBTC,Nocturne Acquisition Corp,US,2021-03-31,,58.192195999999996
TRMB,Trimble Inc,US,1990-07-20,Electrical Equipment,12090.755296
PBFS,Pioneer Bancorp Inc,US,2019-07-18,Banking,237.436006
CBAY,CymaBay Therapeutics Inc,US,2014-01-16,Pharmaceuticals,852.2901710000001
DXCM,Dexcom Inc,US,2005-04-14,Health Care,43459.948893
SWIM,Latham Group Inc,US,2021-04-23,Leisure Products,292.429579
CCV,Churchill Capital V Corp,US,2020-12-16,,629.3749810000003
GLUE,Monte Rosa Therapeutics Inc,US,2021-06-24,Biotechnology,401.28893299999993
U,Unity Software Inc,US,2020-09-18,Technology,11666.34909
SPPI,Spectrum Pharmaceuticals Inc,US,1996-09-26,Biotechnology,141.863269
FIP,Ftai Infrastructure Inc,US,2022-07-20,Road & Rail,292.369
MDJH,MDJM Ltd,GB,2019-01-08,Real Estate,17.162567000000003
NGMS,NeoGames SA,IL,2020-11-19,"Hotels, Restaurants & Leisure",499.14998700000007
AHCO,Adapthealth Corp,US,2018-02-21,Health Care,1645.7303890000005
WILC,G Willi-Food International Ltd,IL,1997-05-01,Retail,187.759407
CTG,Computer Task Group Inc,US,1980-03-25,Technology,112.90869000000002
CMCA,Capitalworks Emerging Markets Acquisition Corp,US,2021-12-01,,299.862509
ARCB,ArcBest Corp,US,1992-05-13,Road & Rail,2173.304325
DTOC,Digital Transformation Opportunities Corp,US,2021-03-10,,188.160106
GTLB,GitLab Inc,US,2021-10-14,Technology,4932.812723
ML,MoneyLion Inc,US,2020-06-26,Financial Services,130.41365
VCXB,10X Capital Venture Acquisition III Corp,US,2022-01-12,,425.93767233404844
HIHO,Highway Holdings Ltd,HK,1996-01-01,Machinery,7.801568
ALC,Alcon AG,CH,2019-04-09,Health Care,32070.746936000003
ARVL,Arrival SA,LU,,Automobiles,93.11501899999999
CNI,Canadian National Railway Co,CA,1995-11-17,Road & Rail,107293.241429
CPAA,Conyers Park III Acquisition Corp,US,2021-08-09,,450.712525
ZM,Zoom Video Communications Inc,US,2019-04-18,Technology,21003.352579
CDZI,Cadiz Inc,US,1989-01-03,Utilities,279.4733100000001
APA,APA Corp (US),US,1969-05-27,Energy ,11837.987697
HIMS,Hims & Hers Health Inc,US,2019-09-09,Health Care,2074.1800480000006
ATRI,Atrion Corp,US,1980-03-18,Health Care,1095.639357
NBTB,NBT Bancorp Inc,US,1992-03-17,Banking,1420.5345190000005
LTRX,Lantronix Inc,US,2000-08-04,Communications,160.68243300000003
MIRM,Mirum Pharmaceuticals Inc,US,2019-07-18,Biotechnology,948.774242
CCTS,Cactus Acquisition Corp 1 Ltd,US,2021-10-29,,165.24061649593102
ZYXI,Zynex Inc,US,2002-11-27,Health Care,445.475033
TBNK,Territorial Bancorp Inc,US,2009-07-13,Banking,180.332991
PEN,Penumbra Inc,US,2015-09-18,Health Care,10467.134097
LC,LendingClub Corp,US,2014-10-22,Financial Services,719.3543989999997
CWH,Camping World Holdings Inc,US,2016-10-07,Retail,1734.1401079999998
IREN,Iris Energy Ltd,AU,2021-11-17,Technology,164.398919
FOA,Finance of America Companies Inc,US,2019-04-18,Financial Services,121.51776499999998
GPI,Group 1 Automotive Inc,US,1995-12-20,Retail,3084.706133000001
CTLP,Cantaloupe Inc,US,1995-03-03,Financial Services,399.270964
CNXC,Concentrix Corp,US,2020-12-01,Professional Services,5878.138307999999
PARA,Paramount Global,US,1990-06-18,Media,14225.334564
CPA,Copa Holdings SA,PA,2005-12-15,Airlines,3466.228019000001
LPX,Louisiana-Pacific Corp,US,1972-12-27,Paper & Forest,3875.822479
BDC,Belden Inc,US,1993-09-30,Electrical Equipment,3321.8376829999997
MASI,Masimo Corp,US,2007-08-08,Health Care,9826.042581
TARS,Tarsus Pharmaceuticals Inc,US,2020-10-16,Pharmaceuticals,336.016993
MSI,Motorola Solutions Inc,US,1980-03-17,Communications,47408.705197
ABCB,Ameris Bancorp,US,1994-05-19,Banking,2386.845754
PMVP,PMV Pharmaceuticals Inc,US,2020-09-25,Biotechnology,187.670777
ATAI,ATAI Life Sciences NV,DE,2021-06-18,Pharmaceuticals,295.498627
ALL,Allstate Corp,US,1993-06-03,Insurance,30340.846212
DHT,DHT Holdings Inc,BM,2012-07-17,Energy ,1533.8211480000002
PIXY,ShiftPixy Inc,US,2017-06-30,Professional Services,38.781498
AEVA,Aeva Technologies Inc,US,2020-02-06,Electrical Equipment,228.56013
RUTH,Ruth's Hospitality Group Inc,US,2005-08-09,"Hotels, Restaurants & Leisure",515.89494
SKIL,Skillsoft Corp,US,2019-07-01,Professional Services,320.668546
EOG,EOG Resources Inc,US,1989-10-04,Energy ,70156.57166299997
BMBL,Bumble Inc,US,2021-02-11,Media,3513.6629270000003
ROK,Rockwell Automation Inc,US,1956-08-29,Electrical Equipment,31238.042472000005
BCML,BayCom Corp,US,2004-08-09,Banking,206.176358
HKIT,Hitek Global Inc,CN,2021-07-21,,79.58457199999998
PACK,Ranpak Holdings Corp,US,2018-02-26,Packaging,398.593314
SSYS,Stratasys Ltd,US,2012-12-03,Technology,1077.322975
LIXT,Lixte Biotechnology Holdings Inc,US,2007-09-21,Biotechnology,15.326367000000001
WRK,Westrock Co,US,2015-06-24,Packaging,7654.832346000001
BITF,Bitfarms Ltd,CA,2019-07-16,Technology,278.007998
LSBK,Lake Shore Bancorp Inc,US,2006-04-04,Banking,55.014548
CIGI,Colliers International Group Inc,CA,1993-06-22,Real Estate,5963.2425140000005
IMPL,Impel Pharmaceuticals Inc,US,2021-04-23,Biotechnology,33.007298
PCG,PG&E Corp,US,1919-07-24,Utilities,33215.88610099998
SLRX,Salarius Pharmaceuticals Inc,US,2015-01-29,Biotechnology,3.578646
SFST,Southern First Bancshares Inc,US,1999-10-26,Banking,241.27979
SRL,Scully Royalty Ltd,HK,1996-05-08,Financial Services,94.56596500000002
MGIC,Magic Software Enterprises Ltd,IL,1991-08-16,Technology,657.846928
ODFL,Old Dominion Freight Line Inc,US,1991-10-24,Road & Rail,35843.308313
ALTU,Altitude Acquisition Corp,US,2020-12-09,,92.363065
ANGO,AngioDynamics Inc,US,2004-05-27,Health Care,373.53077
AVRO,AVROBIO Inc,US,2018-06-21,Biotechnology,42.765633
VNT,Vontier Corp,US,2020-09-24,Electrical Equipment,3986.664093
SYK,Stryker Corp,US,1980-03-17,Health Care,108982.16771400001
ANGH,Anghami Inc,AE,2020-08-21,Media,43.42944000000001
OFIX,Orthofix Medical Inc,US,1992-04-24,Health Care,631.774897
BOC,Boston Omaha Corp,US,2017-06-16,Media,703.325025
HOFT,Hooker Furnishings Corp,US,2001-04-12,Consumer products,207.71256599999998
DWAC,Digital World Acquisition Corp,US,2021-08-06,,496.44457100000005
BUSE,First Busey Corp,US,1993-10-27,Banking,1092.492892
FROG,Jfrog Ltd,US,2020-09-16,Technology,2094.767845
ORMP,Oramed Pharmaceuticals Inc,US,2002-04-01,Pharmaceuticals,86.330878
LULU,Lululemon Athletica Inc,CA,2007-05-01,"Textiles, Apparel & Luxury Goods",48193.81952199999
KNX,Knight-Swift Transportation Holdings Inc,US,2010-12-16,Road & Rail,8783.98237
ETN,Eaton Corporation PLC,IE,2012-12-03,Electrical Equipment,62187.5
CRDF,Cardiff Oncology Inc,US,2004-07-27,Biotechnology,66.792369
VLCN,Volcon Inc,US,2021-10-06,Automobiles,34.215016
SNOW,Snowflake Inc.,US,2020-09-16,Technology,47345.99762
UPLD,Upland Software Inc,US,2014-11-06,Technology,131.79173
DALS,DA32 Life Science Tech Acquisition Corp,US,2021-07-28,,259.83449900000005
ISRL,Israel Acquisitions Corp,US,2023-01-13,,0.0
IROQ,IF Bancorp Inc,US,2011-07-08,Banking,52.06696699999999
DUOL,Duolingo Inc,US,2021-07-28,Diversified Consumer Services,5559.945209
SDC,SmileDirectClub Inc,US,2019-09-12,Health Care,155.800453
PRDO,Perdoceo Education Corp,US,1998-01-29,Diversified Consumer Services,886.0446019999997
HVT,Haverty Furniture Companies Inc,US,1980-03-17,Retail,507.65063899999996
ZYME,Zymeworks Inc,US,2019-06-24,Biotechnology,607.5320329999997
DGICA,Donegal Group Inc,US,1986-10-29,Insurance,490.83897600000006
DTSS,Datasea Inc,CN,2015-10-22,Technology,28.946314
SLDP,Solid Power Inc,US,2021-03-24,Auto Components,486.152466
VREX,Varex Imaging Corp,US,2017-01-20,Health Care,721.3989629999999
IFBD,Infobird Co Ltd,CN,2021-04-20,Technology,13.190104999999999
AM,Antero Midstream Corp,US,2017-05-04,Energy ,5011.082141
KALA,Kala Pharmaceuticals Inc,US,2017-07-20,Pharmaceuticals,27.951832
FMAO,Farmers & Merchants Bancorp Inc,US,2004-11-23,Banking,314.35456
BLNK,Blink Charging Co,US,2008-05-22,Electrical Equipment,450.92287399999987
KEN,Kenon Holdings Ltd,SG,2015-01-06,Utilities,1531.6792210000006
ACRV,Acrivon Therapeutics Inc,US,2022-11-15,Biotechnology,183.577927
BASE,Couchbase Inc,US,2021-06-02,Technology,634.943091
STE,STERIS plc,IE,2015-11-03,Health Care,19171.827267000004
VMEO,Vimeo Inc,US,2021-05-18,Media,616.5513079999997
OUST,Ouster Inc,US,2020-10-09,Electrical Equipment,258.87752900000004
SGTX,Sigilon Therapeutics Inc,US,2020-12-04,Biotechnology,23.496176000000002
GRIL,Muscle Maker Inc,US,2020-02-13,"Hotels, Restaurants & Leisure",32.83674200000001
PRAX,Praxis Precision Medicines Inc,US,2020-10-16,Biotechnology,45.587251
ENVA,Enova International Inc,US,2014-10-30,Financial Services,1372.812863
GLSI,Greenwich Lifesciences Inc,US,2020-09-25,Biotechnology,168.696415
RCEL,AVITA Medical Inc,US,2012-03-18,Biotechnology,377.923505
CHD,Church & Dwight Co Inc,US,1980-03-17,Consumer products,22112.528922999998
ENOV,Enovis Corp,US,2008-05-08,Health Care,2890.101447
SWVL,Swvl Holdings Corp,AE,2021-03-15,Road & Rail,6.08519
ADTH,AdTheorent Holding Company Inc,US,2021-04-19,Media,141.073979
OPBK,OP Bancorp,US,2005-07-22,Banking,133.18200000000002
TXT,Textron Inc,US,1947-12-22,Aerospace & Defense,13895.222929
WSM,Williams-Sonoma Inc,US,1983-07-08,Retail,7746.055003000001
TLSA,Tiziana Life Sciences Ltd,GB,2008-07-14,Biotechnology,103.295339
POWW,Ammo Inc,US,2021-05-21,Leisure Products,235.68882799999997
ALTR,Altair Engineering Inc,US,2017-11-01,Technology,5632.949003
NAPA,Duckhorn Portfolio Inc,US,2021-03-18,Beverages,1744.4217329999994
ACLX,Arcellx Inc,US,2022-02-04,Biotechnology,1400.766518
ELV,Elevance Health Inc,US,2001-10-30,Health Care,114820.336453
RIBT,RiceBran Technologies,US,2003-10-01,Food Products,5.8895480000000004
LYB,LyondellBasell Industries NV,GB,2010-04-28,Chemicals,30757.362393000003
HGTY,Hagerty Inc,US,2021-04-09,Insurance,2847.771810000001
SOLO,Electrameccanica Vehicles Corp,CA,2018-08-09,Automobiles,60.632934
TCS,Container Store Group Inc,US,2013-11-01,Retail,160.999125
STBA,S&T Bancorp Inc,US,1992-04-21,Banking,1183.5966419999995
ARVN,Arvinas Inc,US,2018-09-27,Pharmaceuticals,1484.1438
FSBW,FS Bancorp Inc,US,2011-10-06,Banking,224.410212
FDMT,4D Molecular Therapeutics Inc,US,2020-12-11,Biotechnology,535.7378450000001
STNG,Scorpio Tankers Inc,MC,2010-03-31,Energy ,3246.410258
BIOR,Biora Therapeutics Inc,US,2020-06-19,Biotechnology,31.700255
C,Citigroup Inc,US,1986-10-30,Banking,89138.65195800002
AZEK,Azek Company Inc,US,2020-06-12,Building,3489.4313309999993
FICV,Frontier Investment Corp,US,2021-07-06,,255.87499100000002
TERN,Terns Pharmaceuticals Inc,US,2021-02-05,Pharmaceuticals,652.833791
PBF,PBF Energy Inc,US,2012-12-13,Energy ,5224.780898
SOFO,Sonic Foundry Inc,US,1998-04-23,Technology,10.65543
ULH,Universal Logistics Holdings Inc,US,2005-02-11,Road & Rail,729.6556110000001
ALSA,Alpha Star Acquisition Corp,US,2021-12-13,,154.328973
BRID,Bridgford Foods Corp,US,1980-03-17,Food Products,114.00501100000001
OLB,OLB Group Inc,US,2005-11-18,Financial Services,14.494015
PALT,Paltalk Inc,US,2006-10-20,Media,17.789542
KRNY,Kearny Financial Corp,US,2005-02-24,Banking,545.090239
AMSWA,American Software Inc,US,1983-02-25,Technology,425.62108099999995
GIII,G-III Apparel Group Ltd,US,1989-12-14,"Textiles, Apparel & Luxury Goods",695.9326660000003
COP,Conocophillips,US,1980-03-17,Energy ,129507.192352
DM,Desktop Metal Inc,US,2019-03-15,Machinery,644.0038329999999
EVRI,Everi Holdings Inc,US,2005-09-23,"Hotels, Restaurants & Leisure",1431.9376850000006
UP,Wheels Up Experience Inc,US,2020-09-25,Airlines,125.629627
BLMN,Bloomin' Brands Inc,US,2012-08-08,"Hotels, Restaurants & Leisure",2153.087007
ESTC,Elastic NV,NL,2018-10-05,Technology,5274.272546
MRC,MRC Global Inc,US,2012-04-12,Trading Companies & Distributors,777.98221
RPID,Rapid Micro Biosystems Inc,US,2021-07-15,Life Sciences Tools & Services,45.35383
CTRN,Citi Trends Inc,US,2005-05-18,Retail,147.571438
SRDX,Surmodics Inc,US,1998-03-04,Health Care,332.220006
BBWI,Bath & Body Works Inc,US,1982-06-10,Retail,8128.061352
MLI,Mueller Industries Inc,US,1991-02-25,Machinery,3763.6319729999996
NINE,Nine Energy Service Inc,US,2018-01-19,,189.925306
RFAC,RF Acquisition Corp,SG,2022-03-24,,149.977
MPC,Marathon Petroleum Corp,US,2011-06-23,Energy ,57332.97253900001
AXS,AXIS Capital Holdings Ltd,BM,2003-07-01,Insurance,4526.937706000001
PGC,Peapack-Gladstone Financial Corp,US,2000-11-01,Banking,505.735113
KALV,Kalvista Pharmaceuticals Inc,US,2015-04-09,Biotechnology,272.6721109999999
DCPH,Deciphera Pharmaceuticals Inc,US,2017-09-28,Biotechnology,1135.4118350000006
BHC,Bausch Health Companies Inc,CA,1994-09-20,Pharmaceuticals,3581.285634278003
LEVI,Levi Strauss & Co,US,2019-03-21,"Textiles, Apparel & Luxury Goods",5968.55293
XFIN,ExcelFin Acquisition Corp,US,2021-10-21,,298.425003
DPZ,Domino's Pizza Inc,US,2004-07-13,"Hotels, Restaurants & Leisure",11710.082974000004
PEG,Public Service Enterprise Group Inc,US,1948-03-31,Utilities,31577.122893
SPGI,S&P Global Inc,US,1929-02-14,Financial Services,109756.91528299998
DMRC,Digimarc Corp,US,1999-12-02,Technology,380.26489100000003
CCCS,CCC Intelligent Solutions Holdings Inc,US,2020-10-05,Technology,5425.494479999999
PLOW,Douglas Dynamics Inc,US,2010-05-05,Machinery,686.603794
CFFI,C&F Financial Corp,US,1992-01-16,Banking,190.474068
CLB,Core Laboratories NV,NL,1998-07-10,,1039.472473
KYMR,Kymera Therapeutics Inc,US,2020-08-21,Biotechnology,1715.65948
USCT,TKB Critical Technologies 1,US,2021-10-27,,357.7599801526718
SITE,SiteOne Landscape Supply Inc,US,2016-05-12,Trading Companies & Distributors,5817.305928
FRC,First Republic Bank,US,2010-12-03,Banking,2567.4899510000005
TBPH,Theravance Biopharma Inc,KY,2014-05-16,Pharmaceuticals,685.8513740000001
TFX,Teleflex Inc,US,1980-03-17,Health Care,12322.371220000005
RBC,RBC Bearings Inc,US,2005-08-10,Machinery,6249.870076999999
VRDN,Viridian Therapeutics Inc,US,2014-06-18,Biotechnology,1090.036883
PRCH,Porch Group Inc,US,2019-11-26,Technology,132.863786
OWLT,Owlet Inc,US,2020-09-15,Health Care,36.67238600000001
VINC,Vincerx Pharma Inc,US,2020-03-10,Biotechnology,20.51286
FNF,Fidelity National Financial Inc,US,1987-02-27,Insurance,9421.081292999996
MIDD,Middleby Corp,US,1987-08-10,Machinery,7297.894332999998
NL,NL Industries Inc,US,1980-03-17,Commercial Services & Supplies,303.63386099999997
RAIN,Rain Oncology Inc,US,2021-04-23,Pharmaceuticals,270.938308
LGIH,LGI Homes Inc,US,2013-11-07,Consumer products,2508.870171
RDW,Redwire Corp,US,2021-01-14,Aerospace & Defense,180.628572
ACGL,Arch Capital Group Ltd,BM,1995-09-13,Insurance,25590.287801
OCC,Optical Cable Corp,US,1996-04-02,Communications,34.542228
VMGA,VMG Consumer Acquisition Corp,US,2021-11-11,,298.13751102125605
HOOD,Robinhood Markets Inc,US,2021-07-29,Financial Services,8971.27436
MBIO,Mustang Bio Inc,US,2017-08-22,Biotechnology,27.34578600000001
BTB,Bit Brother Ltd,CN,2012-12-19,Retail,9.417819
IAC,IAC Inc,US,1993-01-19,Media,4437.337474
COIN,Coinbase Global Inc,US,2021-04-14,Financial Services,14232.709857
SKIN,Beauty Health Co,US,2020-02-10,Consumer products,1635.050585
ELTK,Eltek Ltd,IL,1997-01-22,Electrical Equipment,22.931323000000003
PRFX,PainReform Ltd,IL,2020-09-01,Pharmaceuticals,6.700588000000001
MRSN,Mersana Therapeutics Inc,US,2017-06-28,Biotechnology,483.95679400000006
MAXR,Maxar Technologies Inc,US,2001-07-26,Aerospace & Defense,3822.9245709999987
ZING,Ftac Zeus Acquisition Corp,US,2021-11-19,,576.074062
AX,Axos Financial Inc,US,2005-03-15,Banking,2225.4263260000002
ADV,Advantage Solutions Inc,US,2019-07-18,Media,508.99035
HRTX,Heron Therapeutics Inc,US,1987-08-26,Biotechnology,271.911236
ALGT,Allegiant Travel Co,US,2006-12-08,Airlines,1632.7622470000001
MCY,Mercury General Corp,US,1985-11-21,Insurance,1805.652521
RETO,ReTo Eco-Solutions Inc,CN,2017-11-29,Construction,12.074582000000001
AFL,Aflac Inc,US,1974-06-15,Insurance,39524.186894
LCI,Lannett Company Inc,US,2002-04-15,Pharmaceuticals,9.910624
INTE,Integral Acquisition Corp 1,US,2021-11-03,,148.062503
AMRK,A-Mark Precious Metals Inc,US,2014-03-17,Financial Services,841.902304
EBF,Ennis Inc,US,1980-03-17,Commercial Services & Supplies,531.712973
HOUS,Anywhere Real Estate Inc,US,2012-10-11,Real Estate,590.101727
PRSR,Prospector Capital Corp,US,2021-01-08,,404.462513
DEN,Denbury Inc,US,2020-09-21,Energy ,4622.628879
FRGI,Fiesta Restaurant Group Inc,US,2012-04-26,"Hotels, Restaurants & Leisure",213.46565
AMLI,American Lithium Corp,CA,1985-02-11,Metals & Mining,570.16129
TIXT,Telus International Cda Inc,CA,2021-02-03,Professional Services,7223.068972
HPK,Highpeak Energy Inc,US,2018-05-29,Energy ,2667.299577000001
IRDM,Iridium Communications Inc,US,2008-02-15,Telecommunication,7681.451029000001
AJRD,Aerojet Rocketdyne Holdings Inc,US,1980-03-17,Aerospace & Defense,4545.355627
FATE,Fate Therapeutics Inc,US,2013-10-01,Biotechnology,574.246634
CNXA,Connexa Sports Technologies Inc,US,2019-01-11,Leisure Products,2.041541
RRBI,Red River Bancshares Inc,US,2019-05-03,Banking,351.124084
TSP,TuSimple Holdings Inc,US,2021-04-15,Road & Rail,282.134457
CXW,CoreCivic Inc,US,1986-10-02,Commercial Services & Supplies,1065.320893
FDUS,Fidus Investment Corp,US,2011-06-21,Financial Services,467.04258
DRI,Darden Restaurants Inc,US,1995-05-09,"Hotels, Restaurants & Leisure",18103.138444
TGVC,TG Venture Acquisition Corp,US,2021-11-03,,149.95621699999998
MMAT,Meta Materials Inc,CA,2009-10-27,Semiconductors,162.300227
FFBC,First Financial Bancorp,US,1983-12-21,Banking,1998.9874469999993
GOOG,Alphabet Inc,US,2004-08-19,Media,1391399.576584
TOL,Toll Brothers Inc,US,1986-07-16,Consumer products,6400.367414
TRAQ,Trine II Acquisition Corp,US,2021-11-03,,540.787506
BOWL,Bowlero Corp,US,2021-04-23,"Hotels, Restaurants & Leisure",2595.530169
DTEA,DAVIDsTEA Inc,CA,2015-06-05,Retail,11.980848
SGBX,Safe & Green Holdings Corp,US,2017-06-22,Construction,13.59906
CHWY,Chewy Inc,US,2019-06-14,Retail,15032.750562000001
SAIA,Saia Inc,US,2002-09-11,Road & Rail,6740.917150000001
FEMY,Femasys Inc,US,2021-06-18,Health Care,13.297282000000001
HGBL,Heritage Global Inc,US,2014-04-29,Financial Services,102.30212299999998
TEL,TE Connectivity Ltd,CH,2007-06-14,Electrical Equipment,39227.964126
ANNX,Annexon Inc,US,2020-07-24,Biotechnology,201.000253
SFBC,Sound Financial Bancorp Inc,US,2012-08-23,Banking,95.22027300000002
TCMD,Tactile Systems Technology Inc,US,2016-07-28,Health Care,400.41676000000007
ASYS,Amtech Systems Inc,US,1983-08-09,Semiconductors,127.61416299999999
ITRI,Itron Inc,US,1993-11-04,Electrical Equipment,2387.044629
REUN,Reunion Neuroscience Inc,CA,2009-02-18,Biotechnology,10.71257
OB,Outbrain Inc,US,2021-07-23,Media,225.11854
GTHX,G1 Therapeutics Inc,US,2017-05-17,Biotechnology,128.110973
MERC,Mercer International Inc,CA,1988-07-20,Paper & Forest,613.3698870000001
